id,clean_message,majority_vote,relevant_pieces,classification,confidence,reasoning
13925301_gab,true lotta coons in antifa,normal,coons,hate speech,95.0,"The term 'coons' is a derogatory racial slur used to refer to Black individuals, and its use in this context is intended to demean and dehumanize a group of people, which qualifies it as hate speech."
25102150_gab,msm blamed this muzrat terrorist attack on women and dropped the story like it was a hot potato,normal,muzrat,hate speech,95.0,"The term 'muzrat' is a derogatory slur used to dehumanize Muslims, and the message expresses a negative sentiment towards a group based on their religion, which qualifies it as hate speech."
17843410_gab,i noticed in this sting operation video the brown third worlder who was unabashed about banning right wingers is an indian its very embarassing for us indians in india when these dumbfucks go to usa settle there and then decide to backstab white majority by spewing venom against them kick them out,hate speech,brown third worlder spewing venom against them kick them out,hate speech,85.0,"The message expresses disdain towards a specific ethnic group (Indians) and suggests that they are betraying a perceived white majority, which promotes division and hostility based on race and nationality."
1188523349883936775_twitter,homosexuals did the holocaust,hate speech,homosexuals,hate speech,95.0,"The message promotes a harmful and false narrative that blames a specific group (homosexuals) for a historical atrocity (the Holocaust), which is a form of hate speech that targets and vilifies a marginalized community."
1178981720839749634_twitter,alex is my friend not a stupid nigger other alex is,normal,nigger,hate speech,95.0,The message contains a racial slur ('nigger') which is a derogatory term used to demean and dehumanize individuals based on their race. This clearly classifies the message as hate speech.
1179017320016076800_twitter,dying at all the hillbilly canton moms on social media like if you yell at my son i will kill you with these redneck bare hands chill out sabrina all you are gonna do is give me the stink eye at the drive through cig place and keep it moving lmao,hate speech,hillbilly,normal,85.0,"The message expresses a humorous observation about social media behavior and does not contain any derogatory language or promote hate against any group. It uses colloquial language but does not target any specific race, ethnicity, or identity."
18229892_gab,mysterium tremens why do new yorkers continue to support insane kike djuggie schooma,normal,kike,hate speech,95.0,"The message contains derogatory terms directed at a specific ethnic group, using slurs that are widely recognized as hate speech. The language used is inflammatory and promotes negative stereotypes."
21248269_gab,there are muslim umma fuckers muslim halal facebook is not reliable we must have a website social networking far powerfrul than muslim halal facebook we can destroy the coward muslim umma fuckers very easily,normal,umma fuckers umma fuckers,hate speech,95.0,"The message contains derogatory language directed at Muslims, referring to them as 'umma fuckers' and expressing a desire to destroy them. This language promotes hostility and violence against a specific religious group, which qualifies it as hate speech."
10888406_gab,pro tip the niggers do not care if you never owned slaves granddaddy fought the natzis or great great grandad ground the confederacy into dust with the boot heel of the proto bolshevik yankee gubment force of weight and arms behind it they hate you because you are white and you exist altright,normal,niggers,hate speech,95.0,"The message contains derogatory language and racial slurs directed at Black individuals, expressing a hateful sentiment towards them based on their race. It also promotes a divisive narrative against white people, which is characteristic of hate speech."
1178796149106515968_twitter,now you know why valerie planet of the apes jarrett and barack porch monkey obanger rented an apartment across the street on pennsylvania boulevard it called a wiretap,normal,porch monkey,hate speech,95.0,"The message contains derogatory and racist terms directed at individuals based on their race and ethnicity, specifically using terms like 'planet of the apes' and 'porch monkey,' which are historically used to demean and dehumanize Black individuals. This clearly falls under hate speech."
16596098_gab,fyi the relay nigger arrived shekels delivered,normal,nigger,hate speech,95.0,The message contains a racial slur ('nigger') and derogatory language ('shekels delivered') that is often associated with anti-Semitic sentiments. This combination of language is indicative of hate speech targeting both racial and ethnic groups.
13522325_gab,they are allowing this beaner on ellen degenerate show because no one but thots and other assorted sjw wymyn watch that shit,normal,beaner,hate speech,95.0,"The term 'beaner' is a derogatory slur used against people of Mexican descent, and the overall message expresses disdain towards a specific group while promoting negative stereotypes."
19115010_gab,black be bootyful sheboons something even their gorillas dont want nobody wants,normal,,hate speech,95.0,"The message contains derogatory terms and stereotypes about Black women, comparing them unfavorably to animals and implying that they are undesirable. This language is dehumanizing and promotes hate against a specific racial group."
24868909_gab,ben is a dumb kike but he sure is god at burning sjw faggots so he is a predictable winner for fag to fag confronts,hate speech,kike,hate speech,95.0,"The message contains derogatory terms directed at Jewish individuals ('kike') and LGBTQ+ individuals ('faggots'), which are considered hate speech due to their offensive and discriminatory nature."
1178655751767642112_twitter,foolish women removing their mangalsutras themselves what else to xtian n muslim men want,hate speech,,hate speech,85.0,"The message expresses derogatory sentiments towards women and implies a negative stereotype about Christian and Muslim men, suggesting they have ulterior motives. The use of the term 'foolish' and the context of the message indicate a disdainful attitude, which aligns with hate speech."
1178983784529760256_twitter,we knew from the beginning it was set up for that white bitch to win smfh 🙄 ru a coon,normal,white bitch,hate speech,95.0,"The message contains a derogatory term 'coon' which is a racial slur directed at Black individuals, indicating a clear expression of hate towards a racial group."
24168193_gab,or the construction company hired some raghead sleeper cell asshole,normal,raghead,hate speech,95.0,"The term 'raghead' is a derogatory slur used to refer to individuals of Middle Eastern descent, and the phrase 'sleeper cell' implies a negative stereotype associated with terrorism. This message promotes hate against a specific ethnic group."
17552298_gab,jews got whites hooked on nigger culture,normal,nigger,hate speech,95.0,"The message contains derogatory terms and promotes a negative stereotype about both Jewish people and Black culture, which is characteristic of hate speech."
11624057_gab,i know my previous post was pretty cucked i believe in enforcing the law but this guy was a good kid why can not we just deport the shitskin muzzles instead that why i mainly voted for trump,normal,shitskin muzzles,hate speech,95.0,"The message contains derogatory terms such as 'shitskin' and 'muzzles' directed at a specific group, which is indicative of hate speech. It expresses a desire to deport individuals based on their ethnicity or religion, which further reinforces its classification as hate speech."
7079908_gab,do not feel bad the muzzies have a party every time a westerner is blown up cheers,normal,muzzies,hate speech,95.0,"The message expresses a derogatory sentiment towards Muslims, implying that they celebrate violence against Westerners. This promotes a harmful stereotype and incites division, which qualifies it as hate speech."
20509359_gab,in time my friend in time they do already support the acid in my moslem wife face libtards hollywood sucks,hate speech,,hate speech,85.0,"The message expresses a violent sentiment towards a specific group (Muslims) and includes derogatory language. The phrase 'acid in my moslem wife face' suggests a desire for harm, which is a clear indicator of hate speech."
17504345_gab,it not just mainstream media i do not like the argument that many people on gab or any where on the interenet have yo my neighborhood had a bunch of asians and blacks moving in i moved cause i did not want to deal with that that not genocide,normal,asians and blacks,hate speech,85.0,"The message expresses a clear dislike for specific racial groups (Asians and Blacks) and indicates a desire to avoid living in proximity to them, which can be interpreted as promoting racial segregation or discrimination. The use of 'moved cause I did not want to deal with that' suggests a negative sentiment towards these groups, aligning with hate speech."
10651361_gab,pretty sure he fought the confederacy pretty sure your party uses lincolns name to endear coon black folks like  and  to your party while at the same time celebrating the people who fought him and killed him lol,normal,coon,hate speech,85.0,"The message contains derogatory language ('coon') directed at Black individuals, which is a racial slur. It also implies a negative stereotype about Black people being used for political gain, which contributes to a harmful narrative."
1178992149037289473_twitter,sterling is a fucking retard,hate speech,retard,hate speech,85.0,"The term 'retard' is a derogatory slur used to demean individuals with intellectual disabilities, which qualifies as hate speech."
14368403_gab,kevin spacey raped me by making me watch all the way through that queer man fantasia american beauty in the hope of seeing mena suvari tits metoo,hate speech,queer man fantasia,normal,85.0,"The message expresses a personal experience and opinion about a film and does not contain derogatory language or targeted hate against a specific group. While it uses the term 'queer' in a potentially negative context, it does not promote hate or violence."
1178839305604739072_twitter,the only woman of color in the room is the chinaman doing the interview,hate speech,chinaman,hate speech,85.0,"The message contains a derogatory term 'chinaman' which is a racial slur used to demean individuals of Chinese descent. It also implies a negative connotation towards the presence of a person of color, which contributes to a discriminatory sentiment."
13716982_gab,when you are fighting a war as retarded as afghanistan all you have to keep you going are your brothers and he betrayed them i do not even want this shithead tortured i just want him dead you do not waste torture on a cockroach you step on it,hate speech,retarded shithead tortured i just want him dead,hate speech,85.0,"The message expresses a desire for violence and dehumanization towards an individual, referring to them as a 'cockroach.' This language promotes hate and violence, particularly in the context of war and betrayal, which aligns with hate speech."
15724750_gab,theyblove hezbollah they have admitted this id rather submit to a jew than even acknowledge a sandnigger terrorist group is even remotely okay not saying i would obviously,normal,sandnigger,hate speech,95.0,"The message contains derogatory terms directed at specific ethnic and religious groups, including 'sandnigger' and 'jew', which are widely recognized as hate speech. The overall sentiment expresses a strong bias and hostility towards these groups, indicating a clear intent to demean and dehumanize."
1092404962670178304_twitter,fuck these trifling ass hoes bruh,hate speech,hoes,hate speech,85.0,"The message expresses derogatory language towards a group of people, using the term 'hoes' in a disrespectful manner, which can be interpreted as hate speech."
1178856299171373057_twitter,september ain t waste no time out this ho he came faster than some of you niggers,hate speech,niggers,hate speech,95.0,"The message contains a racial slur ('niggers') which is derogatory and offensive towards Black individuals, indicating a clear intent to demean and dehumanize a specific racial group."
3581881_gab,jews have their own country they should stop meddling and trying to flood our nations with immigrants,normal,jews have their own country flood our nations with immigrants,hate speech,85.0,"The message expresses a negative sentiment towards Jews, suggesting they are meddling and attempting to influence immigration policies in other nations. This aligns with common themes of anti-Semitism and xenophobia, which are characteristic of hate speech."
25708251_gab,twatter does not like muzrat either,normal,muzrat,hate speech,85.0,"The term 'muzrat' is a derogatory term used to refer to Muslims, which indicates a negative bias against a specific religious group. The message expresses disdain towards Muslims, aligning it with hate speech."
24887819_gab,dont try to follow me cunts i aint blind bitch faggot sandniggers,normal,sandniggers,hate speech,95.0,"The message contains derogatory and offensive language directed at a specific group, using slurs such as 'sandniggers' which is a clear indication of hate speech."
12006705_gab,how do you keep nigger kids from jumping on the bed you put velcro on the ceiling,normal,nigger kids,hate speech,95.0,"The message contains a derogatory term aimed at a racial group and promotes a harmful stereotype, which qualifies it as hate speech."
17524246_gab,i am happy once the last kike hangs from a tree,normal,kike,hate speech,95.0,"The message contains a clear expression of hatred and violence towards a specific group, using a derogatory term for Jewish people and advocating for their harm."
17927499_gab,there already enough photos of that retarded freak of nature on its twitter page,hate speech,retarded freak of nature,hate speech,85.0,"The message uses derogatory language ('retarded freak of nature') that targets an individual or group in a dehumanizing manner, which is characteristic of hate speech."
27528223_gab,when muzzies rule the uk this is what happens,normal,muzzies,hate speech,95.0,"The term 'muzzies' is a derogatory slang for Muslims, and the message implies a negative consequence of Muslim governance, which promotes a harmful stereotype and incites fear or hatred towards a specific religious group."
10665227_gab,idk about you but i think kimjongun is perhaps retarded no offense to retarded people northkorea,hate speech,retarded,hate speech,85.0,"The message uses the term 'retarded' in a derogatory manner, which is considered hate speech against individuals with intellectual disabilities. Additionally, it implies a negative stereotype about North Koreans by associating them with the term."
27149193_gab,enjoy your kike faith,normal,kike,hate speech,95.0,"The term 'kike' is a derogatory slur used against Jewish people, and the phrase 'enjoy your kike faith' promotes hate towards a specific religious and ethnic group."
1178938601230475265_twitter,on god america be like i hate niggers but i will let a entity from the dark realm chill upstairs,normal,niggers,hate speech,95.0,"The message contains a clear expression of hatred towards a racial group, using a derogatory term. It promotes negative stereotypes and dehumanizes individuals based on their race, which is characteristic of hate speech."
23484871_gab,ijeuma oluo lol bet their real name something really ghetto like ty jon or something i notice that the woke african americans love to use african names to virtue signal their identity like that comic artist kwanzer osajyefo,hate speech,ghetto,hate speech,85.0,"The message contains derogatory language and stereotypes about African Americans, implying that their names are 'ghetto' and suggesting that they use African names to 'virtue signal.' This promotes negative stereotypes and is dismissive of their cultural identity."
18957160_gab,damn i have not seen a nigger get whipped that badly since kunta kinte,normal,nigger,hate speech,95.0,"The message contains a racial slur and references a historical figure associated with slavery, which promotes a derogatory view of a racial group and invokes a violent image."
11258511_gab,yfw deadpool is trolling niggers to death irl,normal,niggers,hate speech,95.0,"The message contains a derogatory term for Black individuals ('niggers') and suggests violence ('trolling to death'), which qualifies it as hate speech."
19004747_gab,no chain migration is a bottomless pit of immigrant flooding into the country their mamma and dadda their brothers and sisters their grandparents their aunts uncles their kids etc etc etc family reunification my ass,hate speech,immigrant my ass,normal,85.0,"The message expresses a negative opinion about chain migration and family reunification policies without using slurs or directly targeting a specific racial or ethnic group. While it conveys a strong sentiment against immigration, it does not meet the criteria for hate speech."
12182841_gab,worst mistake ever shouldve sliced off the balls of all africans killed them just like the arabs typical christ cuck pussies why the fuck would you endanger your white stable gene pool by allowing africans to breed jews subverted your cucked religion for a reason,normal,sliced off the balls of all africans killed them just like the arabs typical christ cuck pussies allowing africans to breed jews subverted your cucked religion,hate speech,95.0,"The message expresses extreme hostility towards Africans and Jews, advocating violence and promoting a racist ideology that dehumanizes entire groups based on their ethnicity and religion."
1093192149632454659_twitter,and i hate you “ it ’ a class in here ” bitch you see students coming in that ’ not in yo class right,hate speech,,normal,85.0,"The message expresses frustration towards someone but does not contain any explicit hate speech or derogatory terms targeting a specific group based on race, religion, or other characteristics. It appears to be a personal grievance rather than a statement of hate."
11255170_gab,i bet your queers have a hard time typing the word pussy that is why you shit logs smell like ass and astro glide,hate speech,queers,hate speech,95.0,The message contains derogatory language directed at a specific group ('queers') and uses offensive imagery and language that promotes hate and discrimination.
15868359_gab,i want roy moore to win even if it only to hear all the kikes commie faggot scum screaming about inbred misogynistic toothless alabama hillbilly white trash,normal,kikes commie faggot,hate speech,95.0,"The message contains derogatory and offensive terms directed at specific groups, including anti-Semitic slurs ('kikes') and homophobic language ('faggot'). It expresses a desire for a political outcome that would provoke a negative reaction from these groups, which indicates hostility and promotes hate."
1231344591980253184_twitter,white people are fucking retarded,hate speech,fucking retarded,hate speech,85.0,"The message uses derogatory language to generalize and insult a specific racial group, which qualifies it as hate speech."
11959949_gab,plus he a faggot so he likes things up his ass,normal,faggot up his ass,hate speech,95.0,"The message uses derogatory language ('faggot') to demean an individual based on their sexual orientation, which is a clear indicator of hate speech."
26319949_gab,snow nigger does not want to be blamed for slavery and the sins of past white men but wants to take credit for everything else low iq bottom feeder trailer trash,normal,nigger trailer trash,hate speech,95.0,"The message contains derogatory and racist language directed at a specific racial group, using slurs and implying negative stereotypes about intelligence and social status. This clearly falls under hate speech."
9773208_gab,it always women trying this shit like dingbat dingell and joe manchin not a single woman should be allowed to serve in congress,hate speech,shit like dingbat dingell,hate speech,85.0,"The message expresses a discriminatory view against women, suggesting that they should not be allowed to serve in Congress, which promotes gender-based exclusion and reflects a negative stereotype."
17539352_gab,in two tweets a naive cuck and midwit jew perfectly illustrate white jew relations cuck sees jewish listed twice on dnc tweet hmm sumptins fishy kike tries to shut it down anti semite cuck expects fairness and explains kike suck my dick harder goyim,normal,,hate speech,95.0,"The message contains multiple derogatory terms aimed at Jewish individuals, including 'cuck,' 'kike,' and 'goyim,' which are used in a context that promotes hate and discrimination against Jews. The language is aggressive and dehumanizing, indicating a clear intent to incite hatred."
25054107_gab,justin you fucking retarded asshole get this through your thick skull once and for all even the globalist scumbags running the un will not pick a retard like you to be the secretary general,hate speech,fucking retarded asshole thick skull scumbags retard,hate speech,85.0,"The message contains derogatory language directed at an individual, using terms like 'retarded' and 'asshole,' which are offensive and dehumanizing. It expresses hostility and contempt towards the person being addressed, fitting the criteria for hate speech."
12155952_gab,i feel that i am a muslim and you whores need to put on a burqa so that someone that is not me accidentally does not stone you to death,hate speech,muslim and you whores need to put on a burqa,hate speech,85.0,"The message expresses a violent sentiment towards women, suggesting they should wear a burqa to avoid being stoned to death, which implies a threat of violence and promotes a harmful stereotype about Muslims and their treatment of women."
1181975809361371137_twitter,i hate you i ’ m just reminiscing,hate speech,i hate you,normal,85.0,"The message expresses a personal feeling of hate but lacks specific targeting of a group or individual based on race, religion, or other protected characteristics. It appears to be more of a personal sentiment rather than hate speech."
1482573_gab,well not really islam does not care for ridicule nor reason you beat islam like you would a pack of wolves just do not be a bitch and act tougher than they are problem solved oh and do not invade their hunting grounds if you can help it,hate speech,islam like you would a pack of wolves,normal,85.0,"The message discusses a perspective on Islam and its followers, but it does not contain explicit hate speech or derogatory language. It seems to express a viewpoint on how to deal with a perceived threat without promoting violence or hatred."
7894283_gab,there is a yid involved in very single breaking story out of the white house it interesting that jews are over represented in our government but can somehow avoid blame for any failures in governance it as if the media is somehow colluding to absolve them of any guilt,normal,yid,hate speech,95.0,"The message contains derogatory terms ('yid') and promotes a harmful stereotype about Jewish people being overrepresented in government and avoiding blame, which is a common anti-Semitic trope. This suggests a bias against Jews and implies conspiracy, which is characteristic of hate speech."
2300557_gab,yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,hate speech,muslims shot killed,hate speech,85.0,"The message contains a generalization about Muslims committing violence against various racial and religious groups, which promotes a negative stereotype and incites fear or hatred towards Muslims as a whole."
3733403_gab,if these ghetto trash gangsta pussies are so bad ass then why do they almost always group up in packs of  or more to attack a solo white person and they tend to pick weakened inebriated or incapacitated victims doh,hate speech,gangsta pussies,hate speech,95.0,"The message contains derogatory terms such as 'ghetto trash' and 'gangsta pussies,' which are aimed at a specific racial or ethnic group. It also promotes a negative stereotype about individuals based on their race and implies a violent behavior pattern, which is characteristic of hate speech."
15613204_gab,just call the jews what they really are god suplanters,hate speech,jews god suplanters,hate speech,95.0,"The message contains derogatory language directed at a specific group, in this case, Jews, and uses the term 'supplanters' which implies a negative connotation and suggests a harmful stereotype."
26410751_gab,yep it been going on a while if only people would listen to people like tommy like us but they do not they like to feel good and not think about the up to a million underage girls raped over the decades,hate speech,million underage girls raped over the decades,normal,75.0,"The message expresses a viewpoint about societal issues and the perception of certain individuals (like Tommy), but it does not contain explicit hate speech or derogatory language targeting a specific group. It discusses a serious topic without resorting to slurs or violent rhetoric."
7127905_gab,yet another muslime nigger heard from,hate speech,muslime nigger,hate speech,95.0,"The message contains derogatory and racist terms directed at Muslims and Black individuals, which is indicative of hate speech."
21690630_gab,i look forward to the days where women can support each other by teaming up to be homestead mother teachers and take back the education that is instilled in them no more hating yourself because you are white,hate speech,hating yourself,normal,85.0,"The message expresses a desire for women to support each other and take control of education, while also addressing self-identity issues related to being white. It does not contain any derogatory language or promote hate against any group."
1183597323127009281_twitter,i get on twitter just talk shit about you cause u a scary ass hoe 😂 amp i want your head hoe 🤷 🏽 ‍ ♀ ️ but im off this shit good night 😘 ❗ ️,hate speech,ass hoe hoe,normal,85.0,"The message expresses personal feelings and opinions about an individual, using informal language and emojis. While it contains aggressive language, it does not target a specific group based on race, ethnicity, religion, or other protected characteristics, which is a key factor in classifying hate speech."
16031140_gab,justin trudeau is the retarded asshole bastard son of fidel castro,hate speech,retarded asshole bastard,hate speech,85.0,"The message contains derogatory language ('retarded', 'asshole', 'bastard') directed at a specific individual, which can be considered hate speech as it promotes hostility and dehumanization."
18032474_gab,the three women refs in the women uconn vs texas basketball game tonight stank despite the crappy officiating the better team won,hate speech,three women refs stank,normal,85.0,The message expresses an opinion about the officiating in a basketball game and does not contain any derogatory language or targeted hate towards any group. It critiques the performance of the referees without resorting to hate speech.
1188868820854808581_twitter,lool it bare gyal clown i see that get no gyal 😂 they just sad cus they get no bitches but do the most to get em 😭 try harder,hate speech,bitches,normal,85.0,"The message appears to be mocking or criticizing individuals for their lack of success in attracting romantic partners. While it uses informal language and slang, it does not contain any explicit hate speech or derogatory terms targeting a specific group based on race, ethnicity, or other protected characteristics."
12029101_gab,couple of days ago corrupt dhimmi moslem cock suckers in msm said  rohingya moslems gone to bangladesh earlier 2 day skynews said  now channel 4 news say  me thinks fake news by moslem funded whores quite frankly who gives a shit as long as moslems fo to moslem shit holes,normal,shit holes,hate speech,95.0,"The message contains derogatory language directed at Muslims, referring to them as 'corrupt dhimmi moslem cock suckers' and 'moslem funded whores.' It expresses a clear disdain for Muslims and promotes negative stereotypes, which qualifies it as hate speech."
1220027526090842112_twitter,looks like twitter keeping my shit fuck jack retweet to help a nigga out,hate speech,nigga,hate speech,85.0,"The message contains a racial slur ('nigga'), which is derogatory and offensive towards Black individuals. The use of such language indicates a negative sentiment towards a racial group, classifying it as hate speech."
1177687442725494787_twitter,😭 😭 😭 okay cause she was mad as fuck like what the niggers do to you ma am 😭 😭,hate speech,niggers,hate speech,95.0,"The message contains a derogatory term ('niggers') that is used to demean and dehumanize a racial group, which is a clear indicator of hate speech."
5843501_gab,i would say its the jews but well it is sorta its not that simple,hate speech,its the jews,hate speech,85.0,"The message implies a negative stereotype about Jews, suggesting they are responsible for certain issues, which aligns with antisemitic rhetoric. The phrase 'it's not that simple' indicates an attempt to downplay or complicate the accusation, but the initial part of the statement is still derogatory."
22347127_gab,nonsense obama could do what he wanted because there was no opposition and no judges over ruling him trump is opposed by dems republicans all levels of judges the media the bureaucracies the deep state and his own kike cabinet and shysters and family,normal,kike,hate speech,95.0,"The message contains derogatory terms such as 'kike' which is an anti-Semitic slur, and it expresses hostility towards a specific group, indicating a clear intent to demean and incite hatred."
27005298_gab,thanks jews how it started,hate speech,thanks jews,hate speech,85.0,"The message appears to express a negative sentiment towards Jews, which can be interpreted as a form of hate speech. The phrase 'thanks jews' is ambiguous but can imply sarcasm or blame, suggesting a derogatory context."
1179098082635583489_twitter,of course a fat white bitch is pro another fat white bitch,hate speech,fat white bitch fat white bitch,normal,85.0,"The message expresses a negative opinion about individuals based on their weight and race, but it does not contain explicit hate speech targeting a specific group or promoting violence or discrimination. It reflects personal disdain rather than a broader hateful ideology."
20427890_gab,he called me a pig when i asked question lol he has no answer its just typical yid technique believe me even i lie otherwise it anti semitic,hate speech,yid,hate speech,85.0,"The message contains derogatory language directed at Jewish people, specifically using the term 'yid,' which is a pejorative term for Jews. The context suggests a negative stereotype about Jewish behavior, which aligns with hate speech."
1110149041239789568_twitter,you decide to follow his twitter and rant about his posts retard,hate speech,retard,hate speech,85.0,"The message contains derogatory language ('retard') aimed at an individual, which is considered hate speech as it targets a person's mental capacity in a derogatory manner."
22393483_gab,2 3 andme is a strange choice for this sort of thing given that it primarily works at the behest of the israeli government to determine who is a kike or not,normal,kike,hate speech,95.0,"The message contains derogatory language ('kike') directed at Jewish people, which is a clear indication of hate speech. Additionally, it implies a conspiratorial view of the Israeli government, further promoting negative stereotypes."
1163928201627865089_twitter,me quietly sitting in class with my friend and showing off my shoes to her look my friend your gay is showing,hate speech,gay,normal,85.0,"The message appears to be a light-hearted comment about showing off shoes and does not contain any derogatory language or promote hate against any group. The phrase 'your gay is showing' could be interpreted as teasing, but it does not rise to the level of hate speech."
19787360_gab,the left just got caught in their own trap they promote islam and inter racial marriage mudsharks etc now they want to eliminate freedom of association and not mix it up you cannot fix stupid,hate speech,,hate speech,85.0,"The message expresses disdain towards interracial marriage and uses derogatory terms like 'mudsharks' to describe individuals involved in such relationships. It also implies a negative view of Islam and promotes a divisive narrative against certain social groups, which aligns with hate speech."
1115764597720408064_twitter,do the democrats feel white privilege or white racists are the problem these retards are retarted,hate speech,retards retarted,hate speech,85.0,"The message contains derogatory terms such as 'retards' and 'retarted', which are used to demean individuals based on perceived intelligence or mental capacity. Additionally, it implies a negative stereotype about Democrats and white individuals, suggesting a divisive and prejudiced viewpoint."
22107142_gab,funny you should mention that muzzies believe dog saliva is filthy according to mohamed they r truly vile 🤣,normal,muzzies,hate speech,95.0,"The message contains derogatory language towards Muslims, referring to them as 'muzzies' and labeling their beliefs as 'vile.' This type of language is dehumanizing and promotes negative stereotypes, which is characteristic of hate speech."
16825506_gab,we can either all gang up on the kike or the kike can get everyone to gang up on us,normal,kike,hate speech,95.0,"The message contains a derogatory term 'kike', which is an anti-Semitic slur used to demean Jewish people. The context suggests a call to action against a group based on their identity, which is characteristic of hate speech."
1092406126350647296_twitter,tomi lahren is the epitome of the white bitches all our folks wanted us to avoid,hate speech,white bitches,hate speech,85.0,"The message uses derogatory language to refer to a specific racial group ('white bitches') and implies a negative stereotype about them, which can be considered hate speech."
13465994_gab,i said that ghetto trash like emminem is in at the moment and my acct got blocked i signed in an deleted my account tired of being lectured and censored while ghetto trash is allowed  speak freely,hate speech,ghetto trash like emminem ghetto trash,hate speech,85.0,"The message uses derogatory language ('ghetto trash') to describe a specific group of people, which is a clear indication of hate speech. It expresses disdain and promotes a negative stereotype, which is harmful and discriminatory."
5569627_gab,i swear if i ever die someday and some sorry son of bitch votes democrat on my behalf i will comeback and slash that motherfucker,hate speech,comeback and slash that motherfucker,normal,85.0,"The message expresses a strong personal sentiment and frustration towards a political group (Democrats) but does not contain any derogatory language or targeted hate against a specific race, ethnicity, or group. It reflects a personal opinion rather than hate speech."
1179090479196991488_twitter,school is hella gay,hate speech,gay,normal,85.0,"The phrase 'school is hella gay' uses 'gay' in a derogatory context to express a negative opinion about school. While it may be offensive to some, it does not target a specific group based on race, ethnicity, religion, or sexual orientation, which is a key characteristic of hate speech."
12627684_gab,construct bread and circuses ghettoes for white men to crowd into football and video games to keep them from being political but then attack the circuses with politics,hate speech,ghettoes,normal,75.0,The message critiques societal distractions and does not contain explicit hate speech or derogatory language towards any specific group. It discusses a political strategy without promoting violence or hatred.
1139225537824665601_twitter,lmao who seeing cupcakke tonight i am down af to go but i got no bitch to go with,hate speech,bitch,normal,95.0,The message expresses a desire to attend an event and does not contain any derogatory language or hate speech towards any group. It appears to be a casual statement about social plans.
1104959890693517312_twitter,oh boy you are a retard but can be chill you remind me of the kid we used to fuck in the locker room before gym,normal,retard fuck,hate speech,85.0,"The message contains derogatory language ('retard') and references to inappropriate sexual behavior, which can be interpreted as dehumanizing and offensive. The context suggests a mocking tone, which aligns with hate speech."
1361461_gab,killary is such a bitch she should be behind bars,hate speech,killary is such a bitch,normal,85.0,"The message expresses a negative opinion about a political figure, using derogatory language. However, it does not target a specific group based on race, ethnicity, religion, or other protected characteristics, which is a key factor in classifying hate speech."
1254435143927947264_twitter,kepurdhat nkonzerve jon si mean girls 2 shi bitch you tried to do sum like the og but you flopped mad,hate speech,bitch,normal,85.0,"The message appears to be a critique of a movie or a character, using informal language and slang. It does not contain any derogatory terms or hate speech directed towards any group."
19112164_gab,fuck her she nothing but a kike that will play which ever side that will get her paid,normal,kike,hate speech,95.0,"The message contains a derogatory term 'kike', which is an anti-Semitic slur used to demean Jewish people. The overall tone is hostile and promotes negative stereotypes, indicating it is hate speech."
8525782_gab,two of the people i am really getting sick and tired of seeing as guests on these evening news programs are that wild eyed gook malkin and the physically retarded jew krauthammer i change the channel when they come on there are others the list is growing,normal,gook,hate speech,95.0,"The message contains derogatory terms such as 'gook' and 'retarded,' which are used to demean individuals based on their ethnicity and disability. This language is clearly intended to incite hatred and discrimination against these groups."
16881276_gab,make up your retarded mind did hitler or did he not kill  jews,hate speech,retarded,hate speech,85.0,"The message contains derogatory language ('retarded') and references to Hitler and Jews in a context that suggests a dismissive or mocking attitude towards the Holocaust, which is a form of hate speech."
19953084_gab,lol oh yeah ok you wanna fight lets go queer anyone who jojns the military withour being drafted is a faggot too,hate speech,queer faggot,hate speech,85.0,"The message contains derogatory language directed at individuals based on their sexual orientation ('queer' and 'faggot'), which is a clear indication of hate speech. Additionally, it expresses a negative sentiment towards those who join the military voluntarily, further contributing to its classification as hate speech."
4873813_gab,what the fuck coca cola not a joke multicultural commercial featuring song america just had muslim immams and head bags and lyric god shed his grace on thee in arabic they really want us fucking dead,normal,muslim immams and head bags they really want us fucking dead,hate speech,85.0,"The message expresses a strong negative sentiment towards Muslims and multiculturalism, suggesting that the inclusion of Muslim imagery in a commercial is a threat to the speaker's safety. The use of derogatory language and the implication that Muslims want harm to come to others indicates hate speech."
1126982150555885568_twitter,i mean if sexual harassment is just mean girl drama,hate speech,sexual harassment is just mean girl drama,normal,85.0,"The message does not contain any derogatory language or targeted hate against any specific group. It appears to be a commentary on the perception of sexual harassment, which does not qualify as hate speech."
1193298995734622215_twitter,fellas is it gay to have gay friends,hate speech,gay gay,normal,85.0,The message questions the nature of friendship in a light-hearted manner and does not contain any derogatory or hateful language towards any group. It reflects a personal inquiry rather than promoting hate.
15252641_gab,i went to the post office today and asked the  lb sheboon behind the counter how much faster a letter to amarillo would get there if i used express mail her exact reply mayne you really expeck me ta know diss,hate speech,sheboon,hate speech,95.0,"The message contains derogatory language ('sheboon') and perpetuates racial stereotypes, which is indicative of hate speech targeting a specific racial group."
1179035412645502976_twitter,from shithole countries lol go suck on an orange turd,hate speech,shithole countries,hate speech,85.0,"The message contains derogatory language directed at individuals from certain countries, implying a negative stereotype and using offensive terms. This aligns with hate speech as it promotes hostility towards a specific group based on their nationality."
