id,clean_message,majority_vote,relevant_pieces,classification,confidence,reasoning
1176698116088766464_twitter,tweeting about how horny u are amp how high your sex drive is is ghetto 🥴,hate speech,ghetto,hate speech,0.85,"The term 'ghetto' is often used in a derogatory manner to describe behaviors or characteristics associated with marginalized communities, particularly those of lower socioeconomic status. This usage can perpetuate stereotypes and contribute to a negative perception of those communities."
1216713290971303939_twitter,that  bouncer and the boys you jumped up little nazi fag you wont see him again case closed,hate speech,little nazi fag,hate speech,0.95,"The message contains derogatory terms such as 'nazi' and 'fag', which are used to insult and demean individuals based on their perceived beliefs and sexual orientation. This language is aggressive and promotes hate against specific groups."
18793244_gab,the koch faggots and friends should be ovened,normal,koch faggots,hate speech,0.95,"The message contains derogatory language directed at a specific group ('faggots') and suggests violence ('should be ovened'), which indicates a clear intent to incite harm or hatred against that group."
4015071_gab,i can barely go out into society anymore i basically just buy food from the beaner filled store pay all bills online then spend the day talking shit online like a coward what a life,normal,beaner,hate speech,0.85,"The term 'beaner' is a derogatory slur used to refer to people of Mexican descent, which qualifies the message as hate speech. The overall tone expresses disdain towards a specific group, indicating a negative bias."
18173369_gab,not only that but these people fled their country this country was founded upon fighting the most well armed well disciplined army on the planet and freemen were victorious i see something in the shit hole refugees futures,hate speech,shit hole refugees,hate speech,0.85,"The message expresses derogatory sentiments towards refugees, referring to them as 'shit hole refugees' and implying a negative future for them. This language promotes hostility and dehumanization, which are characteristic of hate speech."
1217567280617443328_twitter,are you fucking retard trump did not start this,hate speech,fucking retard,hate speech,0.85,"The use of the term 'retard' is derogatory and offensive, targeting individuals with intellectual disabilities. Additionally, the message expresses hostility towards a political figure, which can contribute to a divisive and aggressive tone."
1097529240327778310_twitter,spss is a fucking joke,hate speech,,normal,0.9,"The message expresses frustration or disdain towards SPSS, a statistical software, but does not target any individual or group based on race, ethnicity, religion, gender, or other protected characteristics. It is an expression of opinion rather than hate speech."
24728249_gab,kim kardashian is a negress by now anyway,normal,negress,hate speech,0.85,"The term 'negress' is an outdated and derogatory term for a Black woman, which is considered racist and offensive. The use of such language indicates a negative bias against a racial group."
22358188_gab,do not worry uk you worked hard cannot afford carehome fees we take your house oh look in london another muzzie family in a nice flat good on you where the tex goes its a shocker,normal,muzzie,hate speech,0.85,"The message contains derogatory language towards a specific religious or ethnic group ('muzzies' referring to Muslims) and expresses resentment towards immigrants or specific communities, which can incite hatred or discrimination."
1610757_gab,it did not work with the leftists this year now did it people do not respond well to name calling not being retarded or anything but this exactly why leftists lost this year and we do not want to be them in the next time,hate speech,,hate speech,0.75,"The message contains derogatory language ('not being retarded') that targets a group of people based on their political beliefs. It implies a negative stereotype about leftists and uses name-calling, which can be considered hate speech."
24277603_gab,imagine trusting that rat faced faggot kike,normal,rat faced faggot kike,hate speech,0.95,"The message contains derogatory and offensive slurs targeting specific groups, including a homophobic slur and an anti-Semitic term. Such language is indicative of hate speech as it promotes discrimination and hostility towards individuals based on their sexual orientation and ethnicity."
10590985_gab,i do not encourage kafir kids to drink from moslem cups tissue is haram to them they wipe their ass with their hands,hate speech,kafir,hate speech,0.95,The message expresses derogatory views towards a specific group ('kafir kids') and includes offensive language regarding their practices. It promotes division and hostility based on religious identity.
1268483283228082177_twitter,import3d terrorists and embedded muslim brotherhood stop rioting and looting,normal,embedded muslim brotherhood,hate speech,0.85,"The message contains derogatory language targeting a specific religious group (Muslims) and associates them with terrorism, which promotes negative stereotypes and incites hostility."
10592982_gab,so if the ghetto clans and angry dumb fems so come over with there muslum terrorist buddies that are equally great appearetly for whatever reason will this site cater to them because they do love a good upsetting it like a happening for them except is it different,hate speech,dumb fems muslum terrorist buddies,hate speech,0.85,"The message contains derogatory terms and stereotypes about specific groups, including references to 'ghetto clans,' 'angry dumb fems,' and 'muslum terrorist buddies.' These phrases promote negative stereotypes and incite hostility towards these groups, which qualifies the message as hate speech."
23995229_gab,went to chik fil e instead of normal quick line of cars things are slow instead of nice how can i serve u greeting its like can i take ur order nigger girl specifically asked  chik file a sauce get home no sauce mother fucker export all niggers,normal,,hate speech,0.95,"The message contains a racial slur ('nigger') and expresses a derogatory sentiment towards a specific racial group, which qualifies it as hate speech. The use of such language is offensive and promotes discrimination."
15430511_gab,hey nazi dirtbag is your black bull keeping you occupied,hate speech,nazi dirtbag is your black bull keeping you occupied,hate speech,0.95,"The message contains derogatory terms directed at an individual, specifically using 'nazi' and 'dirtbag,' which are intended to insult and demean. Additionally, the phrase 'black bull' can be interpreted as racially charged and derogatory, further indicating hate speech."
8968572_gab,nobody else would find these women attractive but the muzzies routinely fuck sheep and goats an ugly old woman is a treat to them,normal,muzzies,hate speech,0.95,"The message contains derogatory language towards women and uses a slur ('muzzies') to refer to Muslims, which is dehumanizing and promotes negative stereotypes. It also includes a vulgar reference to bestiality, further indicating hate towards a specific group."
12170080_gab,he is one obnoxious greasy nasty lying self serving horrible little muslim bastard,normal,horrible little muslim bastard,hate speech,0.95,"The message contains derogatory and dehumanizing language directed at a specific religious group, using terms like 'obnoxious,' 'greasy,' 'nasty,' and 'bastard' in a context that promotes hatred and discrimination against Muslims."
14273688_gab,your a faggot fucker coon boy suck my horse cock,normal,faggot,hate speech,0.95,"The message contains multiple derogatory slurs targeting sexual orientation and race, which are clear indicators of hate speech. The language used is aggressive and intended to demean individuals based on their identity."
1241771468138196994_twitter,gronk is retarded like there is something actually off in his big ass meathead,hate speech,retarded,hate speech,0.85,"The use of the term 'retarded' is derogatory and offensive, targeting individuals with intellectual disabilities. Additionally, the phrase implies a negative judgment about someone's mental capacity, which contributes to a harmful stereotype."
25235815_gab,how do we instigate a war between japan and israel shinzo abe did not like the shoe desert the kike served him,normal,kike,hate speech,0.95,"The message contains derogatory language ('kike') that is an anti-Semitic slur, which is a clear indicator of hate speech. Additionally, the suggestion to instigate a war between two nations promotes violence and hostility, further reinforcing the classification as hate speech."
1253409285997879301_twitter,screw you you homophobic asshole,hate speech,homophobic asshole,hate speech,0.85,"The message contains derogatory language directed at an individual, specifically using 'asshole' and labeling someone as 'homophobic,' which indicates a strong negative sentiment towards a group associated with sexual orientation. This qualifies as hate speech."
19094544_gab,blah blah blah gay reference deep state blah blah blah lol just come out the closet already homo,hate speech,,hate speech,0.85,"The message contains derogatory language directed at LGBTQ+ individuals, specifically using 'homo' in a pejorative context. It implies a negative stereotype about being gay and encourages someone to 'come out' in a mocking manner, which can be considered hate speech."
24998360_gab,nigger and a chimp walk into a gay bar iran has nukes istandwithisrael,normal,nigger,hate speech,0.95,"The message contains a racial slur ('nigger') and a derogatory comparison to an animal ('chimp'), both of which are highly offensive and dehumanizing towards Black individuals. Additionally, the context of the message suggests a mocking or derogatory tone towards various groups, which aligns with hate speech."
1116531316508495872_twitter,safe and affordable killing of helpless babies just what a muslim wants one less infidel to kill or convert,normal,killing of helpless babies muslim,hate speech,0.95,The message expresses a violent sentiment towards a specific religious group (Muslims) and promotes harmful stereotypes about them wanting to harm others. It uses derogatory language and implies a desire for violence against individuals based on their beliefs.
1098480747571277824_twitter,she looks retarded,hate speech,retarded,hate speech,0.95,"The term 'retarded' is considered derogatory and offensive when used to describe a person, as it perpetuates negative stereotypes about individuals with intellectual disabilities. This language is harmful and dehumanizing."
11760301_gab,cuh cuh cuh communism nah pass this nigger worked too hard for handouts i prefer the uncertainty the risk the gasp entropy of capitalistic competition,normal,nigger,hate speech,0.95,"The message contains a racial slur ('nigger') which is a clear indicator of hate speech. Additionally, the context suggests a derogatory view towards communism and a preference for capitalism, which is framed in a way that dehumanizes and disrespects a specific racial group."
1909103_gab,canfam next make sure that everyone you know sees video footage of taharrush gamea from europe and let them know europe has imported the muslim gang rape game and that the euro press has totally blacked out this epidemic of horrifically violent gang rape and beatings of european women,normal,gang rape game violent gang rape beatings of european women,hate speech,0.85,"The message promotes a negative stereotype about Muslims and suggests that they are responsible for violent crimes, specifically gang rapes, which can incite hatred and fear against a particular group. It uses inflammatory language and implies a conspiracy by the media to cover up these alleged crimes, further fueling division and hostility."
1240257555076546563_twitter,you must be seriously retarded,hate speech,retarded,hate speech,0.85,"The term 'retarded' is considered derogatory and offensive, particularly when used to insult someone's intelligence or abilities. This language promotes stigma against individuals with intellectual disabilities, which qualifies it as hate speech."
1091513903756980224_twitter,im buying a pair in support of hoping to offend more muslims,hate speech,muslims,hate speech,0.95,"The message expresses an intention to offend a specific religious group, which constitutes hate speech. The use of the phrase 'hoping to offend more Muslims' indicates a clear animosity towards Muslims, promoting hostility and discrimination."
21990566_gab,this kike is still alive wtf,normal,kike,hate speech,0.95,"The term 'kike' is a derogatory slur used against Jewish people, which qualifies the message as hate speech. The expression conveys hostility and dehumanization towards an individual based on their ethnicity."
27075190_gab,the question i ask myself most often is why the negro race keeps running away from themselves to live amongst the white race and then turn around and blame the white race for their pathetic existence in the land from whence they came,hate speech,negro,hate speech,0.95,"The message contains derogatory language and perpetuates negative stereotypes about a racial group, suggesting that they are to blame for their circumstances while also implying a racial hierarchy. This type of rhetoric is harmful and promotes division based on race."
12426732_gab,dear ghetto dwelling leaches put down the crack pipe and weed,normal,ghetto dwelling leaches,hate speech,0.85,"The message uses derogatory terms like 'ghetto dwelling leaches' which targets a specific group based on socioeconomic status and race. This language is dehumanizing and promotes negative stereotypes, indicating hate speech."
23331323_gab,cantwell is actually talking to federal agents and nehlen has a spic wife so what you are saying does not make sense the only reason i think you could be saying these things is if you are a subverter yourself,normal,spic,hate speech,0.85,"The message contains derogatory language ('spic') directed at a specific ethnic group, which qualifies it as hate speech. Additionally, the context suggests an attempt to undermine the credibility of individuals based on their ethnicity, further indicating a discriminatory attitude."
1178857982722920449_twitter,eldar is queer race imperium of man is patriarchy welcome to the new faggotry lmao,normal,faggotry,hate speech,0.85,"The message contains derogatory language ('faggotry') and references to a marginalized group ('queer'), which indicates a negative sentiment towards that group. The use of such terms suggests an intent to demean or insult, classifying it as hate speech."
3999711_gab,bringing in pro sharia law immigrants is like letting a drunk driver take kids to school on the bus it like letting a serial killer out of prison and hope he she has learned their lesson,hate speech,pro sharia law immigrants drunk driver take kids to school on the bus like letting a serial killer out of prison,hate speech,0.85,"The message expresses a negative and harmful comparison between immigrants who support Sharia law and dangerous criminals, suggesting that they pose a significant threat to society. This type of rhetoric can incite fear and hostility towards a specific group, which aligns with hate speech."
17827813_gab,i have a question for you  why do you think all these nasty dirty towel heads want to kill whites why do you think they are in our white lands i am just curious here,normal,nasty dirty towel heads,hate speech,0.95,"The message contains derogatory terms such as 'nasty dirty towel heads' which is a racist slur directed at a specific ethnic group. It also expresses a harmful stereotype about violence towards another racial group ('want to kill whites'), which promotes division and hostility."
25762135_gab,anyone that stepped foot on desert soil and fought those sand niggers please tell me does it make you sick to see them taking over america,normal,sand niggers,hate speech,0.95,"The message contains a derogatory term ('sand niggers') that is explicitly racist and dehumanizing towards a specific ethnic group. Additionally, it expresses a sentiment of hostility and fear towards that group, which is characteristic of hate speech."
19626016_gab,blacks are much fatter in white societies but they complain a lot guess thats why they all want to move here we tried investing there but they ate all the missionaries and raped all the nuns they dont understand homosexuality,normal,blacks are much fatter ate all the missionaries and raped all the nuns,hate speech,0.95,"The message contains derogatory stereotypes about Black individuals, promotes negative generalizations about their behavior, and includes violent imagery. It perpetuates harmful narratives and is discriminatory in nature."
21869208_gab,chopra is a curry nigger who utters meaningless new age platitudes like only you can poison your soul,normal,nigger,hate speech,0.95,"The message contains derogatory and racist language, specifically the use of the term 'nigger,' which is a highly offensive racial slur. Additionally, it targets an individual based on their ethnicity and includes a stereotype associated with that ethnicity, which further qualifies it as hate speech."
7164097_gab,he has not done anything he deported a couple beaners so what even barry did that,normal,beaners,hate speech,0.85,"The term 'beaners' is a derogatory slur used to refer to people of Hispanic descent, which qualifies the message as hate speech. The context suggests a negative sentiment towards a specific ethnic group."
1144011578448240640_twitter,both are equally as retarded and awful,hate speech,retarded,hate speech,0.85,"The term 'retarded' is considered derogatory and offensive when used to describe individuals or groups, and the overall message conveys a negative judgment about people, which aligns with hate speech."
27346316_gab,hey nigger lover we don t care what you have to say here go back to your nigger friends,normal,nigger,hate speech,0.95,"The message contains derogatory and racist language directed at individuals based on their race, using slurs that are widely recognized as hate speech. The intent to demean and insult is clear, which classifies it as hate speech."
17896103_gab,fact whites are the only race that care about animals niggers eat them chinks torture them and arabs fuck them,normal,niggers eat them chinks torture them arabs fuck them,hate speech,0.95,"The message contains derogatory and racist language targeting multiple racial and ethnic groups, promoting harmful stereotypes and inciting hatred."
24279139_gab,he also supported other causes in  he tackled the issues of human trafficking and gang violence when he directed the videos for his tracks for a better day and pure grinding all the songs have a story i wanted to tell avicii said avicii qanon,hate speech,human trafficking and gang violence,normal,0.85,"The message discusses an artist's support for various social issues and mentions their work without promoting hate or violence. While it references 'qanon', it does not express hate speech directly, but rather seems to be a commentary on the artist's themes."
8297655_gab,to each their own i prefer not to get into pissing matches with wn on either side of the kike on a stick issue i d rather find common cause with both factions i am sure a christian would provide you better discussion on the matter,normal,kike,hate speech,0.85,"The message contains derogatory terms such as 'wn' (which can refer to white nationalists) and 'kike' (a slur for Jewish people), indicating a negative and hostile attitude towards specific groups. The use of such language suggests an underlying hate speech context."
25954119_gab,perverted old kike drooling over yentas sad,normal,kike,hate speech,0.95,"The message contains derogatory terms such as 'kike' and 'yentas', which are anti-Semitic and misogynistic slurs, respectively. The use of these terms indicates a clear intent to demean and dehumanize individuals based on their ethnicity and gender."
1235732567950643202_twitter,all my friends and peers are being openly racist towards asians and this bitch is not having it,hate speech,racist towards asians bitch,normal,0.8,The message expresses frustration towards racism and does not promote hate or violence. It highlights a negative behavior (racism) without endorsing it.
1179097091089371137_twitter,why are the most extreme feminists always lesbian dykes trying to be guys anyway,normal,dykes,hate speech,0.85,"The message contains derogatory terms ('dykes') and generalizes a group of people (extreme feminists) in a negative manner, implying that their sexual orientation and gender identity are somehow invalid or ridiculous. This promotes a harmful stereotype and can incite discrimination against both feminists and the LGBTQ+ community."
1178101883602272256_twitter,my ching chong is so cutie,normal,ching chong,hate speech,0.85,The phrase 'ching chong' is a derogatory term often used to mock or belittle individuals of Asian descent. This usage perpetuates stereotypes and can be considered hate speech.
13954784_gab,ok there white knight are you thirsty for her nigger cum drenched cunt,normal,nigger cunt,hate speech,0.95,"The message contains highly offensive racial slurs and derogatory language aimed at a specific group, which qualifies it as hate speech."
22446944_gab,a nigger will never respect jesus a nigger will never respect anything if jesus was black he would respect jesus but because jesus was white even an educated nigger will never respect anyone white,normal,nigger,hate speech,0.95,"The message contains racial slurs and promotes a derogatory view of a specific racial group, suggesting that they lack respect based on their race. This language is explicitly hateful and discriminatory."
15002888_gab,even when they are stuck between two white babies like an inside out oreo cookie,hate speech,two white babies,hate speech,0.85,"The message uses a metaphor that compares individuals to an 'inside out oreo cookie,' which can be interpreted as derogatory and racially charged. It implies a negative connotation regarding race and suggests a dehumanizing view of people based on their racial identity."
10147319_gab,totalbiscuit mainly attacked sjws because they attacked him first in hysterical and extremely aggressive terms for looking into the quinnspiracy on his own and not  going along with the narrative he shares most of the sjws views on gender feminism etc but is slightly less retarded about it,hate speech,retarded,hate speech,0.85,"The message contains derogatory language ('retarded') and expresses hostility towards a specific group ('sjws'), which indicates a negative bias and promotes divisive rhetoric. The use of aggressive terms and the context of attacking a group based on their beliefs further supports the classification as hate speech."
1190030970193235968_twitter,the gay gods gave the lesbians  rights this day,hate speech,lesbians,normal,0.85,The message appears to celebrate LGBTQ+ rights and does not contain any derogatory language or intent to harm. It expresses a positive sentiment towards a specific group.
697906695239028736_twitter,silent ive learned a lot in my life corn can be white red amp sometimes blue mars takes about  years to get to and you re the biggest retard,hate speech,retard,hate speech,0.85,The message contains derogatory language ('biggest retard') which is considered hate speech as it targets individuals with intellectual disabilities in a disrespectful manner.
2668582_gab,the left labels trump supporters as being uneducated but chooses to side with third world refugees that have zero conception of how democracy works just liberal things maga democrats cucks trump,hate speech,third world refugees,hate speech,0.85,"The message contains derogatory language ('cucks') and expresses disdain towards specific groups (Trump supporters and refugees), suggesting a negative stereotype about their education and understanding of democracy. This can be interpreted as promoting division and hostility towards these groups."
1144372754134818816_twitter,pass the funding you ’ re hurting the poor illegal aliens,hate speech,poor illegal aliens,normal,0.8,"The message expresses a concern about funding and its impact on a specific group, but it does not contain derogatory language or incite violence against that group. The term 'illegal aliens' is often used in a political context, but in this instance, it appears to be used to highlight a socio-economic issue rather than to promote hate."
1177671086139478016_twitter,i hate arabs,normal,i hate arabs,hate speech,0.95,"The message expresses hatred towards a specific ethnic group, which qualifies it as hate speech."
1179076651834957825_twitter,would have pressed that bitch and beat the faggot out of him,normal,bitch faggot,hate speech,0.95,"The message contains derogatory language directed at individuals based on their gender and sexual orientation, which qualifies it as hate speech. The use of terms like 'bitch' and 'faggot' is offensive and promotes violence against marginalized groups."
27053763_gab,president trump has the patience of a saint if it were me in his place i would have declared martial law rounded up every member of the retarded liberal media and shipped them all to a gulag in antarctica,hate speech,martial law retarded liberal media gulag in antarctica,hate speech,0.85,"The message expresses a violent and extreme sentiment towards a specific group, referring to them as 'retarded liberal media' and suggesting they should be rounded up and sent to a gulag. This language promotes harm and dehumanization, which is characteristic of hate speech."
1095912691535933441_twitter,these hoes really be talking bout another hoe and still be in that hoe face,hate speech,hoe hoe,normal,0.85,"The message uses slang and informal language to express frustration or criticism about people's behavior. While it may be derogatory towards individuals referred to as 'hoes', it does not incite violence or promote hatred against a specific group."
1178120616467161089_twitter,grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,normal,faggot,hate speech,0.85,"The message contains derogatory language directed at individuals based on their gender and sexual orientation, specifically using the term 'faggot' which is a slur. It expresses disdain towards men participating in activities traditionally associated with women and implies a negative sentiment towards LGBTQ+ individuals, indicating a clear bias and hostility."
23588213_gab,yes because a name determines who is a kike and who is not obviously i am just as much a full blooded german as my great granduncle and namesake,normal,kike,hate speech,0.95,"The term 'kike' is a derogatory slur used against Jewish people, which qualifies this message as hate speech. The message also implies a discriminatory view based on names and ethnicity, further supporting the classification."
15239458_gab,whitey prevails for a change miss south africa beats out a nig two spics and a gook to win miss u,normal,nig spics,hate speech,0.95,"The message contains derogatory terms and racial slurs ('nig', 'spics', 'gook') that target specific racial and ethnic groups. This language is offensive and promotes racial discrimination, which classifies it as hate speech."
2028645_gab,it irritates me the way these african nature shows all give the animals names like those of their nigger poachers the animals themselves are of course outraged,normal,nigger,hate speech,0.95,"The message contains a derogatory term 'nigger' which is a racial slur aimed at people of African descent. This term is widely recognized as hate speech due to its historical context and the harm it perpetuates. Additionally, the overall tone of the message expresses irritation towards a specific racial group, further indicating hate speech."
7247063_gab,please can you enlighten me as to why chabad jews think they are superior are we all not gods children  is a very important number yes its not just your religious number i would welcome conversation with you to try and understand your attitude towards goyem life,hate speech,chabad jews think they are superior,hate speech,0.85,"The message contains elements that suggest a belief in the superiority of one group over another, specifically targeting Chabad Jews and implying a negative view towards 'goyem' (non-Jews). The phrasing indicates a divisive perspective that can foster animosity."
9587435_gab,suicide the camel face muscum cunt,normal,camel face muscum cunt,hate speech,0.95,"The message contains derogatory and offensive language directed at a specific religious group, using slurs and dehumanizing terms. This type of language is indicative of hate speech."
27598853_gab,more anti white nigger bullshit coming soon to a screen near you apple oprah to team up in creating original content fox news,normal,nigger,hate speech,0.95,"The message contains derogatory and racially charged language, specifically the use of the term 'nigger,' which is a highly offensive racial slur. Additionally, it expresses hostility towards a racial group ('anti white'), indicating a clear intent to promote hate or discrimination."
1084541070480789504_twitter,drag and drop these groupie bitches in da trash bin,hate speech,bitches,hate speech,0.85,"The message contains derogatory language directed at a specific group ('groupie bitches'), which can be interpreted as dehumanizing and disrespectful. The phrase 'in da trash bin' further emphasizes a desire to discard or demean this group, indicating hostility."
8413358_gab,meh more likely it the digital version of rent seeking racist kike slumlords son do not rent to white men white men insist that the plumbing works and do not rent to your brother he deserves better than a ghetto,normal,rent seeking racist kike slumlords deserves better ghetto,hate speech,0.95,"The message contains derogatory terms and stereotypes targeting specific racial and ethnic groups, particularly the use of 'kike' which is an anti-Semitic slur. Additionally, it promotes discrimination against white men and perpetuates negative stereotypes about certain communities, indicating a clear intent to demean and incite hatred."
27268799_gab,my cat is more intelligent and capable of feeling human emotions than a nigger,normal,nigger,hate speech,0.95,"The message contains a racial slur that is derogatory and dehumanizing towards a specific racial group, which qualifies it as hate speech. The comparison made is offensive and promotes a harmful stereotype."
27998697_gab,attention all lieberal feminazi here a cause for you put on your pussy hats and go get the toxic male responsible for actual pussy grabbing c mon lying bitches still waiting,normal,lieberal feminazi pussy hats get the toxic male responsible,hate speech,0.85,"The message contains derogatory terms such as 'feminazi' and 'lying bitches,' which are used to demean and insult a specific group (liberal feminists). Additionally, it promotes hostility towards 'toxic males' and encourages aggressive action against them, indicating a clear intent to incite hatred."
9537035_gab,true but the most disgusting thing would be a muslim twerking a goat,hate speech,most disgusting thing would be a muslim twerking a goat,hate speech,0.85,"The message contains derogatory and dehumanizing imagery associated with a specific religious group, which can incite hatred or discrimination against Muslims."
23728077_gab,because that is freyrs job virility and why has not jesus turned your nigger blood white,normal,nigger,hate speech,0.95,"The message contains a racial slur ('nigger') which is a derogatory term used to demean individuals based on their race. This clearly indicates hate speech, as it promotes racial discrimination and hostility."
1178334905165651968_twitter,miss the chinaman in the hood yo,hate speech,chinaman,hate speech,0.85,"The term 'chinaman' is a derogatory and outdated term used to refer to people of Chinese descent, which is considered hate speech. The context of 'in the hood' may also imply a negative stereotype, further contributing to the classification as hate speech."
1179090602656501762_twitter,a redneck woman,hate speech,redneck,normal,0.85,"The term 'redneck' can be used in a derogatory manner, but in this context, it does not explicitly promote hate or violence against a specific group. It may reflect a stereotype, but it does not constitute hate speech."
19412594_gab,oh i am a person i say you do not like challenges you turn your head when it niggers act like niggers but when a white steps to you like a nigger and you think you have a chance your wrd salads help not you cosmo faggot that a white american expression,normal,niggers niggers nigger faggot,hate speech,0.95,"The message contains racial slurs and derogatory terms directed at Black individuals and uses a homophobic slur, which indicates a clear intent to demean and incite hatred against specific groups."
1087809548998594563_twitter,high iq but still retarded,hate speech,retarded,hate speech,0.85,"The term 'retarded' is considered derogatory and offensive, particularly when used to demean someone's intelligence. This message implies a negative judgment about individuals with intellectual disabilities, which aligns with hate speech."
1167917262520471552_twitter,old ass bitch called me gay at the gas station yes that ’ a fact i will also fuck you up 🤗,hate speech,old ass bitch gay,hate speech,0.85,"The message contains derogatory language ('old ass bitch') and a threat of violence ('i will also fuck you up'), which indicates hostility towards an individual. Additionally, the use of 'gay' in a potentially pejorative context suggests a negative attitude towards LGBTQ+ individuals."
1588428_gab,goad is sharp and has an ear for the language i keep trying to pull myself from interacting with long gone progressives in the f***book  ghetto and write for publication to sway people who are open to reason instead,hate speech,ghetto,normal,0.85,"The message expresses frustration with a specific group (progressives) and mentions a desire to engage in reasoned discourse. However, it does not contain any explicit hate speech or derogatory language targeting a specific group based on identity. The use of 'ghetto' could be seen as problematic, but in this context, it seems to refer to a social media environment rather than a racial or ethnic connotation."
13925301_gab,true lotta coons in antifa,normal,coons,hate speech,0.95,"The term 'coons' is a derogatory racial slur used against Black individuals, and its use in conjunction with 'antifa' suggests a negative stereotype. This message promotes hate against a specific racial group."
25102150_gab,msm blamed this muzrat terrorist attack on women and dropped the story like it was a hot potato,normal,muzrat,hate speech,0.85,"The term 'muzrat' appears to be a derogatory term aimed at a specific group, and the context suggests a negative portrayal of a community in relation to terrorism. This can incite hatred or discrimination against that group."
17843410_gab,i noticed in this sting operation video the brown third worlder who was unabashed about banning right wingers is an indian its very embarassing for us indians in india when these dumbfucks go to usa settle there and then decide to backstab white majority by spewing venom against them kick them out,hate speech,brown third worlder spewing venom against them kick them out,hate speech,0.85,"The message contains derogatory language towards a specific ethnic group ('brown third worlder', 'dumbfucks') and expresses hostility towards individuals based on their race and political beliefs. It promotes a negative stereotype and suggests violence ('kick them out'), which qualifies it as hate speech."
1188523349883936775_twitter,homosexuals did the holocaust,hate speech,homosexuals,hate speech,0.95,"The statement attributes a historical atrocity to a specific group based on their sexual orientation, which is a form of scapegoating and promotes harmful stereotypes. This is indicative of hate speech."
1178981720839749634_twitter,alex is my friend not a stupid nigger other alex is,normal,nigger,hate speech,0.95,"The message contains a racial slur ('nigger'), which is a derogatory term used to demean and dehumanize individuals based on their race. This clearly falls under hate speech as it promotes hate and discrimination."
1179017320016076800_twitter,dying at all the hillbilly canton moms on social media like if you yell at my son i will kill you with these redneck bare hands chill out sabrina all you are gonna do is give me the stink eye at the drive through cig place and keep it moving lmao,hate speech,hillbilly,hate speech,0.85,"The message contains derogatory terms like 'hillbilly' and 'redneck,' which are often used to demean individuals based on their cultural or regional identity. Additionally, the threat of violence ('i will kill you') escalates the message to a level that promotes hostility and aggression, which is characteristic of hate speech."
18229892_gab,mysterium tremens why do new yorkers continue to support insane kike djuggie schooma,normal,kike,hate speech,0.95,"The message contains derogatory terms and slurs directed at a specific group, which is indicative of hate speech. The use of 'kike' is a well-known anti-Semitic slur, and the overall tone of the message promotes hostility towards a particular demographic."
21248269_gab,there are muslim umma fuckers muslim halal facebook is not reliable we must have a website social networking far powerfrul than muslim halal facebook we can destroy the coward muslim umma fuckers very easily,normal,umma fuckers umma fuckers,hate speech,0.95,"The message contains derogatory language directed at Muslims, referring to them as 'coward muslim umma fuckers' and expressing a desire to 'destroy' them. This language promotes hostility and violence against a specific religious group, which qualifies it as hate speech."
10888406_gab,pro tip the niggers do not care if you never owned slaves granddaddy fought the natzis or great great grandad ground the confederacy into dust with the boot heel of the proto bolshevik yankee gubment force of weight and arms behind it they hate you because you are white and you exist altright,normal,niggers,hate speech,0.95,"The message contains derogatory language and racial slurs directed at a specific group, promoting division and hostility based on race. It expresses a clear animosity towards individuals based on their race, which is characteristic of hate speech."
1178796149106515968_twitter,now you know why valerie planet of the apes jarrett and barack porch monkey obanger rented an apartment across the street on pennsylvania boulevard it called a wiretap,normal,porch monkey,hate speech,0.95,"The message contains derogatory and racially charged language, specifically the term 'porch monkey,' which is a well-known racial slur aimed at African Americans. Additionally, the reference to 'Planet of the Apes' in conjunction with the names mentioned suggests a dehumanizing comparison, further indicating hate speech."
16596098_gab,fyi the relay nigger arrived shekels delivered,normal,nigger,hate speech,0.95,"The message contains a racial slur ('nigger') which is widely recognized as hate speech. Additionally, the term 'shekels' can be interpreted as an anti-Semitic reference, further indicating that the message promotes hate against specific racial and ethnic groups."
13522325_gab,they are allowing this beaner on ellen degenerate show because no one but thots and other assorted sjw wymyn watch that shit,normal,beaner,hate speech,0.85,"The term 'beaner' is a derogatory slur used against people of Mexican descent, which qualifies as hate speech. Additionally, the message contains derogatory language towards women ('thots' and 'sjw wymyn'), further indicating a hateful tone."
19115010_gab,black be bootyful sheboons something even their gorillas dont want nobody wants,normal,,hate speech,0.95,"The message contains derogatory terms and stereotypes about Black individuals, specifically using the term 'sheboons,' which is a racist slur. It also dehumanizes individuals by comparing them to gorillas, which is a common racist trope. Overall, the language used is highly offensive and promotes hate."
24868909_gab,ben is a dumb kike but he sure is god at burning sjw faggots so he is a predictable winner for fag to fag confronts,hate speech,kike,hate speech,0.95,"The message contains multiple derogatory slurs targeting specific groups, including anti-Semitic language ('kike') and homophobic slurs ('faggots'). Such language is intended to demean and dehumanize individuals based on their identity, which is characteristic of hate speech."
1178655751767642112_twitter,foolish women removing their mangalsutras themselves what else to xtian n muslim men want,hate speech,,hate speech,0.85,"The message expresses derogatory sentiments towards women and implies negative stereotypes about Christian and Muslim men, suggesting a divisive and prejudiced viewpoint."
