id,clean_message,majority_vote,relevant_pieces
26245831_gab,the refusees are nignogs not arabs usually,normal,refusees are nignogs not arabs usually
1080609959061016576_twitter,btw try walking driving or even flying across a us military base not even illegal aliens would get thru 👍 🏻 🇺 🇸,hate speech,illegal aliens
21393137_gab,so that way if some cowardly kike wants to push her narrative it can still be seen and challenged by the public,normal,kike
1179008707637596160_twitter,ew you kpoop ching chong stan 😷 😷 😷 and biackp nk ew yikes disgustang,hate speech,ching chong stan 😷 😷 😷
13719473_gab,the nigger loses hands down,normal,nigger
27717644_gab,kansas city is a nigger dump,normal,nigger
1227692091393937410_twitter,i fucking hate you,hate speech,fucking hate you
18794587_gab,because spewing a bunch of shit accompanied by crying and kvetching is an argument this is coming from a faggot who has had no arguments aside from faggy snipes and fevered paranoid delusions you are pathetic,hate speech,faggot faggy
3495354_gab,istanbul islam is a plague they will tell you it a lonewolf it has nothing to do with islam etc etc etc bs name one country run by islam that gives women equal rights and gays any rights i will wait of course the answer is zero because islam is intolerant,normal,islam is a plague gays any rights islam is intolerant
5238165_gab,dmtbka mudshark problems nigger word kills  year old,normal,nigger
14823147_gab,le americané have never seen jews in beast mode but the ones that live in dearborn michigan texas and houston are starting to see the light just give the rest some time zionism will take good care of that,normal,jews
1176080694117838856_twitter,wearing my new shoes around town who coming to clean them findomslave findom footfetish,hate speech,findomslave
1168181179725443072_twitter,so not only are they retarded they are ridiculous,hate speech,retarded
1106673135523258369_twitter,shut up nazi,hate speech,nazi
11823354_gab,it all hehe haha until we show up at your local favorite hang out spot and wait for you to come out in the van they go one little heeb at a time whatever it takes,normal,heeb
22311813_gab,heh i have to agree with libs for the wrong reasons i think africans and arabs all turning gay and dying of aids would be a net win,normal,africans and arabs all turning gay
10057789_gab,justine mohammed trudeau running the streets wild in toronto at the gay pride ding a ling parade this weekend,hate speech,
8156107_gab,vice promoting violence and acceptable racism an uzi  mm lmfao if you are going to go for a ghetto gun why not an ak pistol at least that  x  morons all the way around but what else is expected here,hate speech,ghetto gun
1194161059424165888_twitter,rehne do she is mentally retarded,hate speech,retarded
1178898971013591041_twitter,an ignorant ashtep strikes again ashtep n an abnormally ashy negro who is pro black only when it benefits black men a conspiracy theorist who believes unvalidated claims and absolve black men of responsibility of plaguing the black community while blaming black women,hate speech,
23468146_gab,these are sand niggers killing sand niggers who gives a shit,normal,sand niggers sand niggers
1098399050930552832_twitter,anemic bitches got the best pussy,hate speech,bitches
14951760_gab,oh you noticed i am actually a russian nazi jew nigger boomer millennial cuck racist faggot bigot moron what else ya got,normal,russian nazi jew nigger boomer millennial cuck racist faggot bigot moron
1096913990486233088_twitter,imagine hitting servers still tho little retards,hate speech,retards
27365651_gab,i bet the nigger didnt have a green card,normal,nigger
18362047_gab,agreed public shaming is usually enough to keep faggots in the closet anyway,normal,faggots
9597791_gab,yeah it was much more difficult to me because i had active blinders on i d absorbed a lot of propaganda that ashkenazis were gentle musician artist nobilids raped by nazi holocaust literally from my mother milk plus my family has zero contact with actual talmudic kikes so i was jew blind,normal,gentle musician artist nobilids raped by nazi holocaust literally from my mother milk kikes
27009158_gab,no one cares if gays have niglets,hate speech,niglets
7092263_gab,that dude was such a punch able kike too pure cancer,normal,kike
1178691893628211200_twitter,elijah out here slut shaming his own mother for being raped as a teenager i think the fuck not boyo,hate speech,slut
16096681_gab,back to where they came from or white europeans need to build their own nation from scratch excluding others the same way the jews did with israel,hate speech,jews did with israel
1164665472186556416_twitter,u snooze u lose fuck off negro,normal,fuck off negro
25051813_gab,show this as an expected requirement for immigrants to stay in the us and watch them leave just explain that this is what the schools turn your kids into and end a of illegal immigrants,hate speech,end a of illegal immigrants
2644271_gab,fakenews that would be the mainstream media cnn msm msnbc cbs nbc etc so please stop blaming us the voter and the alternative media for your stupidity and you going full retard,hate speech,stupidity and you going full retard
12907285_gab,i like how the jew is losing so its using a fat nigger to talk shit always remember nigger the jew slaved you not the white man filthy nigger,normal,nigger nigger
22200913_gab,one year ago five people were killed by a devout moslem on westminster bridge for this rag headed bitch she will remember it as the day she was running late on her way to mosque,normal,
16040402_gab,fuck off faggot,hate speech,fuck off faggot
14362587_gab,if god gave his beloved jews the land of the arabs why didnt he gave them permission to practice central banking and usury,hate speech,jews
20447576_gab,it not regardless he a white dude naming the jew with his real name and face out there the retards fawning over him are the same ones that did it about trump,hate speech,retards
15218857_gab,i better correct myself here  muslim invented science the universe mohamhomopedo he invented the flat earth said it was stretched out flat like a giant carpet he invented the anti earth quake machine mountains were placed there staked down with giant stakes by allhaha so the earth wont shake,hate speech,mohamhomopedo allhaha
3W1K7D6QSBI0FMP81SNQZIE9TUIZBV_nf_2,what the difference between a nigger and a large pizza the pizza can feed a family of,normal,nigger
1179035441854443520_twitter,white devils like it i am drinking coffee brought to me by white devils sidekicks,normal,white devils
1179076499611226112_twitter,lmao i am not one of the dykes who you would catch with any bitch who has a baby simple its a deal breaker for me,hate speech,bitch
1274571395192762370_twitter,darkskin women niggas ugly bald headed black as asf bad attitude ghetto,normal,niggas ugly black as asf ghetto
1179056879101779970_twitter,so heartless bitch i hate you i can not believe you did me,hate speech,bitch
1241584964216541184_twitter,told my special ed friend to freestyle on beat nigga was going retarded 🔥,hate speech,nigga was going retarded
15236599_gab,one day a nigger will blow your brains out,normal,nigger
17382671_gab,some butthurt kike reported this display picture i can not understand how it violates any of twitter rules tho,normal,kike
18905987_gab,they whipped baseballs at nigger heads literally lol the olden days were awesome,normal,nigger
18123734_gab,there is a mental health question with jeb if he needed to marry a wetback for politics his family has enough money he could have gotten a telenova star,normal,wetback
24779984_gab,sometimes i wish white people were not so civilized and we could just massacre these invaders like they would and will most certainly do to us,hate speech,sometimes i wish white people were not so civilized and we could just massacre these invaders like they would and will most certainly do to us
6302210_gab,the only thing worth saying here is nigger faggot thanks god for gabai,normal,nigger faggot
15731335_gab,does not matter where it comes from white people always make food better tex mex is better than tru mex american chinese food is better than gook food europe is the epicenter of refined food brown ppl just eat whatever they can get their grubby paws on,hate speech,
16171497_gab,in the end who gives a shit if salma hayek got paid to dyke out and now regrets it just another bs accusation from an aging actress,normal,dyke
22881433_gab,more muzrat part and parcel,hate speech,muzrat
8711615_gab,hey icecube sometimes you sound like a ghetto nigger parasite whiny bitch fuck you nigger suck it bitch,hate speech,ghetto nigger parasite whiny bitch fuck you nigger suck it bitch
1096513827875770369_twitter,ching chong bing bong i am chinese who order fried rice lo mein sun tzu,hate speech,chinese
24403175_gab,this is fucking bullshit the sand niggers got told they were being sent back so they rioted they were not protesting conditions daily mail is horse shit,normal,sand niggers
19848971_gab,hope it was a short flight and you did not have to sit near the nigger too long,normal,nigger
11094794_gab,so fucking sick of that kike zuccerberg and his jew bullshit,normal,kike jew bullshit
18065076_gab,he was a master of foreign service advisory board member whatever that is sounds gay at georgetown and within two days georgetown announced that he was terminated bc they are deeply committed to fostering the role of women in international affairs,hate speech,gay
1177658511616069632_twitter,so basically the  fates live here and all  are retarded porn stars,hate speech,retarded
12950895_gab,he did and the nigger he was talking to also admitted that whites becoming a minority is not going to stop the hatred directed at us,normal,nigger
20511572_gab,islam 💩 caliphate 💩 isis 💩 muslim 💩 al qaeda 💩 sharia law 💩 jihad 💩 all the same family most moslem believe isis sharia law are in compliance with islam do not believe what they tell you believe what you see,normal,
1178003227343753216_twitter,i d kill all the niggers aii lmao good luck with that,normal,kill niggers
24367975_gab,all insurgent violence should be aimed at breaking down muh law order by targeting random am nats of every walk of life but especially cops pretty retarded plan imo that affects the system to precisely zero degrees,hate speech,retarded
8515811_gab,will someone please kill that sand nigger or just nuke the fucking place that raghead is directly attempting to destroy america flush the fucker,normal,please kill that sand nigger nuke the fucking place raghead flush the fucker
1179104012831993856_twitter,i just do not like you hoes when you a hoe you do anyything so no you not gone be around,hate speech,
16933823_gab,catalonia which is over  moslem have elected this ragheaded woman as their first female moslem mp that civic nationalism for ya,hate speech,ragheaded
24792732_gab,oh donny and i thouth we were engage to be married what a shame are you muslim do you realy can afford more then  wifey,hate speech,do you realy can afford more then  wifey
13301890_gab,i thought the semitic jews had the same iq as the arabs but its the non semitic ones that are high iq,normal,semitic jews had the same iq as the arabs
1178573414929518592_twitter,you spray with insecticide and the niggers still walk by like bitch please or worse fly 🤣,normal,niggers
1182143665415884800_twitter,ooh ight fuck dat bitch 😭,hate speech,fuck dat bitch
10503699_gab,why i am just shocked acording to british msm they are surely asians not peace loving muzrats,normal,
14919198_gab,i pull that nazi shit wherever i feel like pulling it sand nigger this is my country and i have freedom of speech remember that,normal,sand nigger
14305363_gab,good reason every american needs assault rifle and lots of ammo they rile them up and then the refugees rush to other countries to blow off their steam by bombing raping killing thieving be prepared never give an inch,normal,bombing raping killing thieving
13229849_gab,hypocrites more gems from kimmel here he has women feel his crotch to guess what he stuffed in his pants kimmel you should put your mouth on it,hate speech,women feel his crotch
15800577_gab,total bullshit and a complete violation of the people rights then again that the liberal college allowing blacks to run that place into the ground karma a bitch,hate speech,allowing blacks to run that place into the ground
1179100968660717568_twitter,interesting analogy the new world order globalists are jews trying to create hell on earth communism pedophilia homosexuality to bring forth their messiah mother goose of all fables now they label her as a successor of christ will they kill her like they killed christ,normal,kill her
8181944_gab,any country that has no go zones where citizens are warned to stay out of because of constant immigrant and refugee violence is no longer a country,hate speech,constant immigrant and refugee violence
1178360025993142275_twitter,i long for the days where faggots who tried to erect some satanic statue wouldve been shot on the spot,normal,faggots
5470392_gab,i invite son of bitch mole to hop in the helicopter one way trip to hell god bless 🇵 🇭 🚁 🇵 🇭,hate speech,bitch mole
1614691_gab,one would have to be a total fucking retard to fit a statement in  characters this is why twitter has become a melanized ghetto,normal,fucking retard melanized ghetto
1178649774355931136_twitter,melodrama and red are those albums who will make you dance like a faggot then suddenly hit you with that heartbreaking and depressing tune that will make your brain left confused,normal,faggot
20563689_gab,are you this retarded that you can not read it a female to male tranny that been trying to wrestle in the male division but the state of texas athletic commission only allows you to participate in the sports division of your birth gender it texas fault not the tranny,normal,retarded tranny
25240113_gab,what a  faced nigger run state you go to jail for running over a fucking turtle in md,normal,nigger
1174197246126166018_twitter,i got some pressure built up so the next bitch i fucc gone be extra ripped up,hate speech,bitch
1179103428745875459_twitter,there now i tweeted squaw and nigger  times oh my lord shoot the squaw,normal,squaw nigger
16074519_gab,he going to get fucked by the left i blame this on trumps lack of kike awareness his son in law for example,normal,kike
3479279_gab,i think im gonna go  walgreens just so i can call a nigger girl a shitskin 😹 😹 😹 😹,normal,nigger
27368971_gab,do not be mixing their homosexual tendencies with the animes they were fags before they watched some nip cartoons,hate speech,fags
20058627_gab,white girls can not dance like ghetto whoes there fixed it,hate speech,ghetto whoes
14969295_gab,laura dirty bloomers loomer laura date me or i will tell the police you raped me loomer,hate speech,you raped me
19933097_gab,just kill yourself you will be at peace your bullshit  ethnostate utopia is not going to happen just like wakkanda is not gona happen for hoodrat ghetto bitches,normal,ghetto bitches
1209597255767986176_twitter,he has worms them niggas nasty,normal,niggas
1103794245121515520_twitter,don ’ t play gay w me i ’ ll really fuck you,hate speech,fuck you
8361159_gab,enie meenie minnie mo catch a niggar by his toe huh oh is it sposed to be tigar 🐯 my bad,hate speech,niggar
16944624_gab,this fat ugly nigger bitch is a pain in everbody ass queen sheila hahhahahhahahahhaha i did not know shit had queens,normal,fat ugly nigger bitch
1105937377015615488_twitter,instagram must really be messing up letting ghettos little sluts follow me,hate speech,ghettos sluts
27948516_gab,how much money would it take for you to lick a dogs asshole not very much considering you are a wetback,hate speech,wetback
17691634_gab,oprah got those asian like eyes i was saying a while ago that i have noticed on many ghetto mammas,hate speech,ghetto mammas
18656622_gab,oh cry me a river btw jack and mark are total faggots who sell your info to the every tom dick and harry i know i used to help them do it,hate speech,faggots
12957383_gab,fake news has no idea why pussy hat wearing bernie bro boomer anti trump protester with live in indonesian moslem vagina shoots  redneck trump voters but fake news is is sure a black saved  lives i looked and only saw he told people to run stampeding injuries kill as well,normal,
19691076_gab,i believe they prefer to be called mohammedans alternatively the terms sandnigger sandshitter or goatfucker can be used,normal,sandnigger sandshitter goatfucker
1200278778959798273_twitter,bro wheres my holocaust clout come on bro please bro,hate speech,holocaust clout
21396376_gab,multiculturalism is great if you want to be raped by sandniggers eat food with poo in it,normal,raped by sandniggers
15400774_gab,i am totally disgusted with uk wstmnstr mps who seem to think that a minority moslem population proven to be welfare parasites terrorists pedo rapists overly represented in convicted criminals is more worthy of their support than the indigenous taxpaying british they clearly show their treason,hate speech,be welfare parasites terrorists pedo rapists overly
11056920_gab,there so much kike in this post i dunno where to start,hate speech,kike
25649190_gab,i will knock a dyke right the fuck out like it a dude,normal,dyke
9216203_gab,never had a car full of asians threaten to murder me over a minor traffic incident caused by their failure to understand the basic rules of the road,hate speech,
11693941_gab,reagan did a lot of good but i hate to say it his  amnesty of the first massive illegal beaner wave nullified all the good he did sure he may have spared the us a nuclear holocaust but he cursed it with a demographic hispanocaust,normal,beaner
13221012_gab,islamists are born from incestuous relationships  of incestuous births die from horrendous birth defects the other  survive with mush for brains and only have capacity for violence and rape the vilest humans on earth,normal,islamists are born from incestuous relationships
18698736_gab,a face that deliberately needs bitch slapping,hate speech,bitch
25878730_gab,watching trumps speech right now and all he is talking about is giving more free shit to niggers yay another nigger tax for all whites,normal,niggers
7679912_gab,if one considers those laws unjust and therefore somehow ignorable it makes sense they truly believe that inside every spic there an american trying to get out,normal,spic
9098703_gab,right now the media lies about right on left violence and we say no not true what needs to happen is the media reports actual right on left violence and we say that right bitches,hate speech,bitches
18757208_gab,miss him what a genius i had the opportunity to live in minneapolis in the  when he made purple rain ☔ ️ it was over the top fun now it a shithole filled with somalian immigrants who refuse to assimilate,hate speech,shithole immigrants
11848558_gab,this site still sucks nigger dick,normal,nigger
12687141_gab,as i said  years ago all blm will convert to islam then the moslem faggot obama will supply them with the  billion hollow point rounds his dhs has hidden then the war starts,normal,blm will convert to islam then the moslem faggot obama will supply them with the  billion hollow point rounds
1185629522105901061_twitter,ion chase hoes i am chasing a sack 💰,hate speech,hoes
17680158_gab,right that is why i keep offering myself up to you by calling you nigger and comparing you to a silverback,normal,nigger silverback
25969499_gab,the british royal family just accepted a nigger into the blood line normies clearly harry is in love with his bride it is a beautiful thing god damn it why did not the british listen to mosley,normal,nigger
1087070600697446401_twitter,eat a taco or somthing and stfu and be happy hoes,hate speech,hoes
1100483062150955009_twitter,if you do not see the difference between illegal immigrants and babies you do not belong in government,hate speech,illegal immigrants
23427589_gab,socrates was a nigger,normal,nigger
1087611556865536000_twitter,i am watching the hulu fyre doc and i am jarule is a true nigger coon,normal,nigger coon
25630676_gab,ok i still do not have them trying to kill me yet 🤔 but raghead islamist have tried to kill many in my family i will deal with the jews trying to kill us when i see their rpg coming towards us thx 🇺 🇸 🇺 🇸 🇺 🇸,normal,islamist
22683065_gab,what do you think is more likely the story or a nigger lied,normal,nigger
16618719_gab,a nigger bitch is going to be the president of the heritage foundation 🤣 😂 🤣 😂 😕 🙁 ☹️ 😳 🤯,normal,nigger bitch
1087558410856525829_twitter,first of all changkyun has dumb bitch energy and thotty bitch energy,hate speech,bitch bitch
1266350773241360384_twitter,it same when you enter any islamic ghetto,hate speech,islamic ghetto
1178806702700933121_twitter,check out the hook nose on flake,normal,hook nose
25537771_gab,do not like trump kike connection,normal,kike
1178824740913451008_twitter,kakegurui is good so far i love the dykes in the intro but also the protagonist is so annoying shes not gonna suck ur sad dick bro,hate speech,dykes
17068058_gab,while the palestinians protest against jewish dictatorship ruling their country this kike rants about caring for muslims all of a sudden,normal,kike
7526280_gab,what about the black violence and you said that he chased them and that was bad you had no idea that the gun was illegal  niggers destroyed his store there should be no gun registration,normal,niggers
19680533_gab,ay u insul ma niga raep wel im gon poz u neg hole u fugin spic,normal,spic
1168271529223819265_twitter,funny because  seems to be the preferred age of sexual partners for you faux christian nazis,hate speech,faux christian nazis
16871630_gab,my sign civilized people live in this area and moslems are considered filthy wiping ass with bare hands shitting in public etc stay away from non moslem lands,normal,moslems filthy
13690920_gab,hollywood does not want to know a fucking thing about this crime unless the nigger is acquitted,normal,nigger
12695004_gab,to be fair i said that you are not a dyke yet but will be in about  years after you are very post wall probably less than  years,hate speech,dyke
12132991_gab,that feel when the women in our movement are all whores and the women outside of our movement are all whores maybe my buddy sacco vandal is right and we should just copy nigger breeding habits for the sake of birthrates,normal,whores whores nigger
11311147_gab,we have had a muzzie problem since that psychotic pedo mohammed started his death cult,normal,muzzie
1178758736929869829_twitter,i kept tellin that bitch to clean his shit up n he kept fuckin laughing mf act like a whole  yr old dumb bitchass a whole hillbilly redneck w a tractor,hate speech,bitch
1189038920861765632_twitter,are you retarded this is not kerala dumbass,hate speech,retarded
19602703_gab,deport all sand niggers and save the motherland,normal,sand niggers
20617485_gab,announcement that fucking kike drudge just gave me the biggest blue balls,normal,kike
1246653239535104005_twitter,do not treat them jihadi arrest them and shoot them,normal,arrest shoot
20317918_gab,that nigress must be a soy farmer,normal,nigress
9731096_gab,i forgot how much talcum xx lies they turned their backs at the mayor for being at the g20 right after the cops execution and missing the swearing in of new cops some turned their backs at the commissioner too these black niggers create racism so they can feel important,normal,black niggers create racism
24968577_gab,both versions whether censored or not are still written by the fucking kikes to pussify gentiles the kike know that there no such thing as god they made him up,normal,kikes kike
1121868962625675264_twitter,lovren is a fucking joke of a defender he ’ useless,hate speech,fucking joke
9005457_gab,i will bet this is true that it was not terrorism and only an accident abetted by muslims standing in a road way i will also bet the state will ignore that and play up this incident as anti muslim violence to further suppress the native britons,hate speech,abetted by muslims
12419643_gab,well if we did not have moslem kids in this country who parents would strap a bomb to we would not have to worry about this moslems ruin everything,normal,moslem moslems
16732270_gab,send this spear chucking jigaboo to somalia,normal,spear chucking jigaboo
1179071379183996929_twitter,they found the white bitch who killed the black guy in his own apartment guilty yea bitch you knew what you was doing ‼️,hate speech,white bitch
8462077_gab,idiotic allowing muslim savages to tell the host how and what to do is a recipe for disaster,normal,muslim savages
12838645_gab,you sit around watching biggernall while thousands of your women and children are being raped every day and your country is being burned to the ground what good are you ur a worthless pos,hate speech,thousands of your women children are being raped every day ur a worthless pos
1200417140647636994_twitter,y ’ all niggas is hoes,normal,niggas hoes
7403806_gab,of today problems are due to ppl not wanting to fight like gay marriage where ppl just go oh ha ha that ok it not a big deal and then a few years later you are dealing with transsexuals and pedophiles because you were a pussy back then congratulations pussy,hate speech,transsexuals and pedophiles because you were a pussy
4376210_gab,an interesting study could be made of the difference between jews who are more or less professional leftists and whiteskin leftists particularly in their mentation over time my theory is whiteskins are less able to handle lying as permanent mo than jews,normal,whiteskin leftists whiteskins are less able to handle lying as permanent mo than jews
20585273_gab,welcome beaner gangs,normal,beaner
26885241_gab,as well as to promote islam and confuse christian values anyone not helping muslim refugees is not a good christian although they believe in the antichrist and christ was just a man,normal,promote islam muslim refugees
12101895_gab,looks like trump screwed us over brietbart reports daca amnesty deal reached with god cursed kike schumer pelosi that the end of trump if it true,normal,kike
16353744_gab,obama is the ultimate cuck a pretend american a pretend black man in reality a homosexual socialist mangina crypto muslim loser created by the cia trained by the saudis to destroy the strength of america,hate speech,cuck homosexual socialist mangina crypto muslim loser
12197031_gab,we do not want legal immigrants unless they are white europeans,hate speech,we do not want legal immigrants
1154520_gab,cue sjw whining but but but but it not violence when we do it we are good just ask us,hate speech,
27134916_gab,nick the spic le  face mr being catholic pedophile is more important than being white,normal,spic
5412068_gab,milo something faggy public he so provocative altright gas the filthy kike milo something edgy public he so altright altright gas the filthy kike milo something pedo public wait what altright lol told ya milo gate,normal,kike kike
27966227_gab,come on cunt surely you can dig deep into that insult gab handbook and call me a kike again old man hahaahah,hate speech,
1172924606220517377_twitter,jews and the stupid holocaust myth,normal,jews
11725966_gab,such a bad meme are you not able to come up with anything better the only ones i see using it are you and that retard husband of yours,hate speech,retard
1179088797964763136_twitter,i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,normal,ching chong
4599198_gab,libtards have no common sense why should we take take moslem refugees when moslem countries will not even take them logistically they are closer ideologically they have the same values,hate speech,libtards have no common sense
26003312_gab,nigger told a lie 😳 naacp leader racial profiling claim challenged after bodycam footage released fox news,normal,nigger
18015405_gab,it is the white man fault the nigger raped me these people have retard levels that should not be possible,normal,nigger raped me
21082091_gab,and people like you and your ilk who call people kikes niggers spics sand niggers and mud sharks dumb fuck,normal,kikes niggers spics sand niggers and mud sharks dumb fuck
17750978_gab,trump needs to throw a dead dog political strategy on the table to distract his retarded base while he signs that daca paper behind their back a missile strike on some irrelevant iranian outpost should do it,hate speech,a missile strike on some irrelevant iranian outpost should do it
14071329_gab,kick out the niggers and spics too they are all bottom feeders compared to whites and asians,normal,niggers spics
10052189_gab,counterpoint automatic servers only save money in non nig areas filled with people who respect the bot robots will get destroyed or rendered useless by sub  ghetto dwellers,hate speech,non nig ghetto
22107653_gab,another putrid muslim troll spews crap,hate speech,muslim
20511112_gab,milton is a kike lover who pretends to be against communism when he promotes degeneracy,normal,kike
17337071_gab,i am atheist i will fight against islam to the death i have seen how vile muzzies are,normal,muzzies
8145373_gab,sall good i do the same anything form chicongo is usually black or wetback,normal,wetback
1178912372162842624_twitter,did this girl on unbelievable get raped or not like damn bitchh make up your mind,hate speech,bitchh
18219431_gab,germany schermany go back to weimar republic learn your history nobody likes a puritan except a moslem mud we will modernize these hajjis look at saudi arabia massive changes wimmin vote driving clerics muffled top porn consumer liberation is multifaceted accept it promote it,normal,moslem mud
10312454_gab,the jews taught whiteskins that reality is a word game and the way you win it is to misrepresent it as brazenly as possible this usually means reversing reality with brazen chutzpah redundant you invert reality you gaslight suckers and you mock normals you keep this up for decades,normal,whiteskins
8052436_gab,who was known to british authorities prior to the attack that sounds so much better than we did nothing to prevent it i am sure grieving parents siblings friends feel much better knowing this raghead was known to the authorities,normal,raghead
1123914189116968964_twitter,so layan aku macam sampah isnt mental torture but tegur that mf bitch is kurang ajar fuck you,hate speech,bitch
13152668_gab,proof that sadly trump says some retarded things sometimes,hate speech,retarded
16878190_gab,not  jap i am willing to bet there is a generous dollop of hooknose in her blood,hate speech,hooknose
2136800_gab,whats really sad is the folks who apologize for islam and muslims and then create a false equivalent to other religions islam is and always has been a totalitarian ideology mohammed and the koran are very clear fuckislam islamisterror massmigration refugeetrojanhorse,hate speech,totalitarian ideology fuckislam
27534022_gab,seconds on the clock the white race is dying do you a get stable income have a large family b get on gab and get really pissed at random people while posting nazi propaganda,hate speech,white race is dying
17592154_gab,many kill lists another bisexual nigger traitor in wh would trigger a million trucks converging on dc full blown running gun battles shtf,normal,nigger
17534594_gab,new zealand south of auckland is still ok with few third world immigrants tho lots of chinese in auckland beautiful small distances lovely fresh food lots of jobs tho not great pay housing expensive,hate speech,
1198165663430463488_twitter,same imagine having to remind someone that they have to pay you back the ghetto,hate speech,ghetto
1159330162300919808_twitter,disgusting bitch ima beat her ass,hate speech,bitch beat her ass
9028827_gab,fathers day just another day for women to hate on men because women are fucking stupid white people are the best,normal,women to hate on men because women are fucking stupid
1178907480853630977_twitter,you do lame shit you a lame bitch,hate speech,bitch
24700123_gab,good thing she can not you are still a cuck and she still a coal burner aka nigger lover,normal,nigger lover
1167290330519154688_twitter,u hate talkin to the only nigga that can heal u,hate speech,nigga
1205589069826338816_twitter,if you voted labour you would ’ ve voted for the uks kids to be raped and county lined by islam tho,normal,kids to be raped county lined by islam
8666025_gab,you are acting like our argument is this is bad do not treat women that way my argument is you are immitating islam stop immitating islam traditional roles are fine islam is not burkas are completely undesirable to men in fact the concept of burkas is retarded no one wants them,hate speech,concept of burkas is retarded
26791498_gab,😂 oooh oh i have my entry i call it dead fucking nazis dangling from nooses you nazi faggots like gaystapo,normal,dead fucking nazis dangling from nooses
22258735_gab,of americans are mentally retarded,normal,of americans are mentally retarded
1174489375394160640_twitter,if they would stop supporting illegal immigrants they would have plenty of funds for the homeless put americans first,normal,illegal immigrants
1209446852229259265_twitter,because i ’ m not getting violated by  faggots who i would slaughter in real life,normal,faggots slaughter
24788342_gab,probably a few more muzzie refugees would have settled in america with hillary but all in all us judges are stopping all the anti immigration policies of trump,normal,muzzie
1733085_gab,but did he war that she would get that ugly dyke hairstyle,hate speech,dyke
20428009_gab,ya because nigger sheboons are so much better lmao oil driller,hate speech,nigger
13502199_gab,conversely without it a stupid field nigger sans chapeau,normal,nigger
16288244_gab,even when queers do it only a show henry makow proves that queers are like dogs,hate speech,queers queers
14307529_gab,i hate to break it to you baby boomers but most of you are either democrats or neocons you are just as bad as these liberal retard millenials that are mostly communists and socialists you know the millenials that you raised,hate speech,liberal retard millenials
25630649_gab,snow nigger albino chimping out,hate speech,nigger
1163204898089029632_twitter,you too old for him hoe lets relax,hate speech,hoe
1214661248702390275_twitter,jews will never be on the blockchain because you can not trust them,hate speech,jews you can not trust them
1087903866312687616_twitter,bitches get one upset stomach and swear they pregnant go fart,hate speech,bitches
9347638_gab,senior eu official said it was part of poland push towards self ghettoisation is not that rich another example of liberal globalist transference the only ghetto in the eu are the muslim pig dick suckers ghettos,normal,self ghettoisation muslim pig dick suckers ghettos
27902074_gab,nobody who knows jews likes jews even jews hate jews,normal,nobody who knows jews likes jews even jews hate jews
8577246_gab,as a muslim child i never knew whether to be happy or sad when my mother would tell me clean up your room it looks like a bomb has gone off in there,hate speech,it looks like a bomb has gone off
13344815_gab,the scorning gook of r a c i a l a w a r e n e,normal,gook
26900996_gab,but are you a nazi fag is even more,hate speech,nazi fag
1165357230327250945_twitter,we can not break for these hoes g code,hate speech,hoes
24886813_gab,the simple fact is the bowlcast is some great content logically it follows that followers will follow sorry that was nigger tier,normal,nigger
20551345_gab,liberal fuckwad kike loser,normal,kike
1221103078906257408_twitter,the racist and negro believe they should have an opinion and shouldn ’ t be opposed nah black gonna get at that negro rb,normal,negro negro
24852459_gab,actually i am a christian you muzzie loon,normal,muzzie
17683025_gab,mandela was a communist nigger from south africa his wife winnie was a criminal mandela lived too long,normal,nigger
14973379_gab,how about nigger loving douchebag,normal,nigger loving douchebag
1178852803130859520_twitter,finally a woman that is class and not a white trashy one like those sisters we are sick of seeing,hate speech,trashy
1178528534903439360_twitter,fuck that game it gay and retarded,hate speech,retarded
3486061_gab,if an uninformed person were to watch american tevision black people would appear to represent half the population while latinos asians and native americans would represent  this is a lie,hate speech,black people this is a lie
15320394_gab,trump just destroyed msm insanely expensive propaganda and cover up of illegal immigrants violence in western cities from usa to europe and he did it with  rts,hate speech,
15204574_gab,years in beto unit for shooting a nigger in the face you,normal,nigger
24512621_gab,now i know you are lying because the shit you are pulling here do not fly on that faggot ass website it has not for a long time,hate speech,faggot ass website
17227689_gab,spoken like a kike,normal,kike
22752944_gab,i have never liked netflix netfux so i am cancelling my subscription will buy movies elsewhere and never go to amazon another usa trump hater for streaming videos either putting this nigger cunt on the board and the upcoming male cunt obummer show on netfux has done it for me,normal,nigger cunt
9673221_gab,you talk down pride then you end up slaves of the jews i tell you i just cant figure it out crosscucks,hate speech,you end up slaves of the jews crosscucks
26943747_gab,no he has two his dyke wife lost and pissed off the new leftist leader barack hussein obama,normal,dyke
13728162_gab,as the saying goes liberal women hate men because they are surrounded by liberal men,hate speech,liberal women hate men
1176631691479322624_twitter,that gay but do mine,hate speech,gay
17265419_gab,what the fuck does matt heimbach think he doing is he really punching right for a kike publication,normal,kike
23705891_gab,no war in syria i will not let anymore kikes have me fight in tribal wars over sand niggers and semites worshipping some shitty bronze age gods,normal,kikes sand niggers semites worshipping some shitty bronze age gods
18126591_gab,and the new polish pork butchers was not just a small discrete shop tucked at the back of the muslim ghetto it a bloody supermarket with a giant plastic grinning pigs head over the door i must get a pic,hate speech,ghetto
27956507_gab,and you a nightshade kike sand nigger,normal,kike sand nigger
